slug,title,category,inbound_before,inbound_after,orphan_before,orphan_after,has_affiliate_cta,used_fallback,popular_articles_candidates
softbank-ymobile-paypay-point,SoftBank・Y!mobileならPayPayポイント?相性の良いサービスを比較,shopping,2,7,FALSE,FALSE,FALSE,FALSE,paypay-point-tsukaikata;yahoo-shopping-toha;paypay-campaign-katsuyo;rakuten-mobile-rakuten-point;rakuten-paypay-hikaku;yosekatsu;paypay-point-kiso;ana-jal-mile-hikaku;ana-mileageplus-hikaku;au-uq-ponta
souryou-son-poikatsu,送料で損しないポイ活術!送料無料ラインとまとめ買いの考え方,shopping,1,1,FALSE,FALSE,FALSE,FALSE,jisshitsu-kakaku-keisan;amazon-gift-charge;amazon-poikatsu;chuushajou-yoyaku-poikatsu;dpoint-hanei-sarenai;furusato-nozei-poikatsu;game-kakin-point;halloween-yohin-poikatsu;hikkoshi-seikatsuyohin-poikatsu;iryouhi-shohouyaku-point
starbucks-poikatsu,スタバのポイント「Star」はどう貯まる?貯め方・交換先・有効期限を解説,shopping,0,3,TRUE,FALSE,FALSE,FALSE,dpoint-tsukaimichi;rakuten-point-tamekata;hasuu-shiharai-point;paypay-point-kiso;aupay-market-poikatsu;aupay-ponta;biyouin-salon-point;coke-on-setsuyaku;demaecan-poikatsu;doutor-tullys-poikatsu
subscription-point-tameru,サブスク料金でポイントを貯める方法!動画・音楽・クラウドサービスの支払い術,shopping,0,1,TRUE,FALSE,TRUE,FALSE,rakuten-music-poikatsu;aupay-market-poikatsu;aupay-ponta;biyouin-salon-point;coke-on-setsuyaku;demaecan-poikatsu;doutor-tullys-poikatsu;dpoint-d-harai;drugstore-poikatsu;famiresu-cafe-point
subscription-trial-poikatsu,サブスク無料トライアル案件のポイ活!解約忘れを防ぐ管理方法,pointsite,0,0,TRUE,TRUE,FALSE,FALSE,chihou-zaijuu-poikatsu;hoken-soudan-anken-poikatsu;kaigai-zaijuu-point-kanri;kazoku-account-poikatsu-chuui;keiyu-wasure-boushi;poikatsu-demerit;poikatsu-kojinjouhou-mamoru;poikatsu-kuchikomi-shinyou;poikatsu-muki-fumuki;poikatsu-yattehaikenai-koto
sugi-point,スギ薬局のポイント制度!スギポイントの貯め方と使い方,shopping,1,1,FALSE,FALSE,FALSE,FALSE,drugstore-point-hikaku;abc-mart-poikatsu;bousai-goods-poikatsu;cashless-setsuyaku;dpoint-kiso;hasuu-shiharai-point;hyakkaten-depart-poikatsu;kikangentei-point-tsukaimichi;nanaco-point-kiso;net-shopping-point-kiso
suica-point-tameru,Suicaでポイントを貯める方法!JRE POINT登録から使い方まで解説,shopping,1,2,FALSE,FALSE,FALSE,FALSE,apple-pay-poikatsu;jre-point-kiso;aupay-market-poikatsu;aupay-ponta;biyouin-salon-point;coke-on-setsuyaku;demaecan-poikatsu;doutor-tullys-poikatsu;dpoint-d-harai;drugstore-poikatsu
sukairaku-group-poikatsu,すかいらーくグループでポイ活する方法!外食前のアプリ確認術,shopping,0,2,TRUE,FALSE,FALSE,FALSE,gyudon-chain-poikatsu;keitai-ryokin-setsuyaku;mcdonalds-poikatsu;drugstore-point-hikaku;point-toushi-unyou-service-hikaku;rakuten-ichiba-toha;kikangentei-point-5shu-hikaku;paypay-point-kiso;point-yuukoukigen-kanri;rakuten-mobile-rakuten-point
sumaho-kessai-campaign-mikata,スマホ決済キャンペーンの見方!エントリー・上限・対象店舗を確認しよう,campaign,0,5,TRUE,FALSE,FALSE,FALSE,kakuyasu-sim-norikae-poikatsu;paypay-campaign-katsuyo;paypay-jichitai-campaign-2026;travelist-poikatsu;yahoo-travel-poikatsu;yahoo-travel-tsukaikata;bonus-tsuki-poikatsu-keikaku;fukubukuro-hatsuuri-poikatsu;fuyujitaku-poikatsu;ikkyu-poikatsu
sumaho-kessai-creditcard-hikaku,スマホ決済とクレジットカードはどっちがお得?ポイント二重取りの基本,creditcard,1,5,FALSE,FALSE,FALSE,FALSE,point-niju-sanjudori-kumiawase;credit-card-common-point-hikaku;credit-card-point-hikaku;creditcard-erabikata;creditcard-kangenritsu;creditcard-seiri-poikatsu;kuukou-lounge-poikatsu;rakuten-card-poikatsu;dcard-poikatsu;mitsui-sumitomo-card-vpoint
sumaho-kessai-poikatsu,スマホ決済でポイ活する方法!PayPay・楽天ペイ・d払いの使い分け,shopping,2,2,FALSE,FALSE,FALSE,FALSE,code-kessai-4sha-hikaku;apple-pay-poikatsu;d-point-supermarket;docomo-ahamo-dpoint;docomo-select-toha;doramori-point;dpoint-d-harai;dpoint-hanei-sarenai;dpoint-kiso;dpoint-ponta-hikaku
super-point-tameru,スーパーでポイントを貯める方法!日用品の買い物を節約につなげるコツ,shopping,0,0,TRUE,TRUE,FALSE,FALSE,abc-mart-poikatsu;bousai-goods-poikatsu;cashless-setsuyaku;dpoint-kiso;hasuu-shiharai-point;hyakkaten-depart-poikatsu;kikangentei-point-tsukaimichi;nanaco-point-kiso;net-shopping-point-kiso;nyuugaku-shingaku-junbi-point
takashimaya-online-toha,高島屋オンラインストアとは?特徴とポイントの貯め方をわかりやすく解説,shopping,1,1,FALSE,FALSE,FALSE,FALSE,hyakkaten-depart-poikatsu;amazon-tsuhan-toha;aupay-market-toha;biccamera-toha;charge-route-point;daimaru-matsuzakaya-toha;docomo-select-toha;dpoint-tsukaimichi;dshopping-toha;ec-current-poikatsu
takuhai-delivery-poikatsu,宅配・デリバリーでポイ活する方法!割引とポイントの使い分け,shopping,0,0,TRUE,TRUE,FALSE,FALSE,amazon-gift-charge;amazon-poikatsu;chuushajou-yoyaku-poikatsu;dpoint-hanei-sarenai;furusato-nozei-poikatsu;game-kakin-point;halloween-yohin-poikatsu;hikkoshi-seikatsuyohin-poikatsu;iryouhi-shohouyaku-point;koukyou-ryokin-poikatsu
tanjoubi-tokuten-poikatsu,誕生日特典を活用したポイ活!会員登録前に確認したい注意点,campaign,0,0,TRUE,TRUE,FALSE,FALSE,bonus-tsuki-poikatsu-keikaku;fukubukuro-hatsuuri-poikatsu;fuyujitaku-poikatsu;ikkyu-poikatsu;jcb-airmacau-campaign-2026;kakuyasu-sim-norikae-poikatsu;kessan-sale-poikatsu;natsuyasumi-poikatsu-junbi;nenmatsunenshi-poikatsu;paypay-campaign-katsuyo
tanshinfunin-poikatsu,単身赴任中のポイ活術!二重生活の支出をポイントで軽くする方法,pointsite,0,0,TRUE,TRUE,FALSE,FALSE,cashless-fuan-poikatsu;gakusei-poikatsu;hapitas-tsukaikata;kaimono-nigate-poikatsu;kosodate-setai-poikatsu;koteihi-sukunai-poikatsu;kurumanashi-seikatsu-poikatsu;minimalist-poikatsu;poikatsu-mail-tsuuchi-seiri;poikatsu-senyou-mail-hitsuyou
taxi-app-poikatsu,タクシーアプリでポイ活する方法!クーポンと決済ポイントの使い方,app,0,11,TRUE,FALSE,FALSE,FALSE,code-receipt-poikatsu;one-receipt-poikatsu;reshichare-poikatsu;tiktok-lite-poikatsu;torima-idou-poikatsu;app-hitsuyou;app-install-anken-poikatsu;hashport-wallet-poikatsu;hosuu-app-poikatsu;idou-app-erabikata
tiktok-lite-poikatsu,TikTok Liteのポイ活はどう使う?登録前に確認したい条件と注意点,app,0,5,TRUE,FALSE,FALSE,FALSE,code-receipt-poikatsu;one-receipt-poikatsu;reshichare-poikatsu;taxi-app-poikatsu;torima-idou-poikatsu;app-hitsuyou;app-install-anken-poikatsu;hashport-wallet-poikatsu;hosuu-app-poikatsu;idou-app-erabikata
tomobataraki-katei-poikatsu,共働き家庭のポイ活術!忙しくても続く支払い管理と役割分担,pointsite,0,0,TRUE,TRUE,FALSE,FALSE,cashless-fuan-poikatsu;gakusei-poikatsu;hapitas-tsukaikata;kaimono-nigate-poikatsu;kosodate-setai-poikatsu;koteihi-sukunai-poikatsu;kurumanashi-seikatsu-poikatsu;minimalist-poikatsu;poikatsu-mail-tsuuchi-seiri;poikatsu-senyou-mail-hitsuyou
torima-idou-poikatsu,トリマで移動ポイ活する方法!歩く・移動する前に知るべき注意点,app,1,11,FALSE,FALSE,FALSE,FALSE,idou-app-erabikata;code-receipt-poikatsu;one-receipt-poikatsu;reshichare-poikatsu;taxi-app-poikatsu;tiktok-lite-poikatsu;app-hitsuyou;app-install-anken-poikatsu;hashport-wallet-poikatsu;hosuu-app-poikatsu
toshibu-zaijuu-poikatsu,都市部在住者のポイ活術!店舗・交通・外食を使い分ける方法,pointsite,0,0,TRUE,TRUE,FALSE,FALSE,cashless-fuan-poikatsu;gakusei-poikatsu;hapitas-tsukaikata;kaimono-nigate-poikatsu;kosodate-setai-poikatsu;koteihi-sukunai-poikatsu;kurumanashi-seikatsu-poikatsu;minimalist-poikatsu;poikatsu-mail-tsuuchi-seiri;poikatsu-senyou-mail-hitsuyou
travelist-kaigai-poikatsu,トラベリスト(海外航空券)とは?IATA認可代理店の予約サービスを解説,campaign,28,27,FALSE,FALSE,TRUE,FALSE,travelist-poikatsu;aeoncompass-travelmall-poikatsu;aeoncompass-travelmall-yado-poikatsu;airtrip-poikatsu;jalan-net-poikatsu;yahoo-travel-poikatsu;paypay-campaign-katsuyo;rakuten-travel-supersale-poikatsu;yahoo-travel-tsukaikata;airtrip-tsukaikata
travelist-poikatsu,トラベリストとは?発券方法・ポイント還元・手数料をわかりやすく解説,campaign,29,10,FALSE,FALSE,TRUE,FALSE,travelist-kaigai-poikatsu;kakuyasu-sim-norikae-poikatsu;paypay-campaign-katsuyo;paypay-jichitai-campaign-2026;sumaho-kessai-campaign-mikata;yahoo-travel-poikatsu;yahoo-travel-tsukaikata;aeoncompass-travelmall-poikatsu;aeoncompass-travelmall-yado-poikatsu;airtrip-poikatsu
tsukihatsu-tsukimatsu-poikatsu-routine,月初・月末のポイ活ルーティン|ポイント失効・キャンペーンを10分で確認,pointsite,0,2,TRUE,FALSE,FALSE,FALSE,kikangentei-point-5shu-hikaku;jisshitsu-kakaku-keisan;campaign-memo-tsukurikata;entry-calendar-tsukurikata;fuyoyotei-point-mieruka;gendama-poikatsu;hitorigurashi-poikatsu;isogashii-kaishain-shuumatsu-poikatsu;poikatsu-kakeibo;poikatsu-minaoshi-timing
tsukiikura-setsuyaku,ポイ活で月いくら節約できる?目安金額と現実的な稼ぎ方,pointsite,0,0,TRUE,TRUE,FALSE,FALSE,yosekatsu;poikatsu-kiso;hapitas-poikatsu;keiyu-wasure-boushi;moppy-hajimekata;pointsite-kyakka-genin;chobirich-poikatsu;ecnavi-poikatsu;koteihi-sukunai-poikatsu;nifty-point-club-poikatsu
tsukin-teiki-koutsuhi-point,通勤定期・交通費でポイントを貯める方法!毎月の移動費を見直そう,shopping,0,0,TRUE,TRUE,FALSE,FALSE,amazon-tsuhan-toha;aupay-market-toha;biccamera-toha;charge-route-point;daimaru-matsuzakaya-toha;docomo-select-toha;dpoint-tsukaimichi;dshopping-toha;ec-current-poikatsu;hikkoshi-poikatsu
tsuruha-point,ツルハのポイント制度!ツルハポイントカードと楽天ポイントの併用,shopping,1,1,FALSE,FALSE,FALSE,FALSE,drugstore-point-hikaku;code-kessai-4sha-hikaku;kadenryohanten-point-hikaku;kikangentei-point-5shu-hikaku;kikangentei-point-tsukaimichi;net-shopping-point-kiso;point-niju-sanjudori-kumiawase;point-toushi-unyou-service-hikaku;rakuten-ana-mile-koukan;rakuten-check-poikatsu
ubereats-poikatsu,Uber Eatsでポイ活する方法!クーポン・支払い・手数料の見方,seikatsu,1,12,FALSE,FALSE,FALSE,FALSE,rakuten-point-tsukaikata;rakuten-beauty-poikatsu;rakuten-car-shaken-poikatsu;rakuten-carwash-poikatsu;rakuten-denwa-poikatsu;rakuten-hikari-poikatsu;rakuten-kakeibo-poikatsu;rakuten-mobile-poikatsu;rakuten-music-poikatsu;rakuten-shashinkan-poikatsu
uniqlo-gu-point,ユニクロ・GUでポイントは貯まる?衣類購入でできる節約チェック,shopping,0,2,TRUE,FALSE,FALSE,FALSE,hapitas-poikatsu;moppy-hajimekata;abc-mart-poikatsu;bousai-goods-poikatsu;cashless-setsuyaku;dpoint-kiso;hasuu-shiharai-point;hyakkaten-depart-poikatsu;kikangentei-point-tsukaimichi;nanaco-point-kiso
v-point-supermarket,Vポイントが貯まるスーパー一覧|使える店舗・地域スーパーも比較,shopping,1,6,FALSE,FALSE,FALSE,FALSE,vpoint-no-carrier;vpoint-tamekata;rakuten-point-supermarket;net-super-poikatsu;drugstore-point-hikaku;ec-current-poikatsu;kadenryohanten-point-hikaku;kikangentei-point-5shu-hikaku;kikangentei-point-tsukaimichi;paypay-vpoint-koukan
visa-touch-poikatsu,Visaタッチ決済でポイ活する方法!対象店舗と支払い前の確認ポイント,shopping,1,1,FALSE,FALSE,FALSE,FALSE,apple-pay-poikatsu;drugstore-point-hikaku;point-toushi-unyou-service-hikaku;rakuten-ichiba-toha;kikangentei-point-5shu-hikaku;paypay-point-kiso;point-yuukoukigen-kanri;rakuten-mobile-rakuten-point;au-uq-ponta;matsukiyo-cocokara-point
vpoint-kiso,Vポイントとは?旧Tポイントとの違いとポイ活での使い方,shopping,2,3,FALSE,FALSE,FALSE,FALSE,vpoint-no-carrier;vpoint-tamekata;drugstore-point-hikaku;ec-current-poikatsu;kadenryohanten-point-hikaku;kikangentei-point-5shu-hikaku;kikangentei-point-tsukaimichi;paypay-vpoint-koukan;point-niju-sanjudori-kumiawase;point-toushi-unyou-service-hikaku
vpoint-no-carrier,Vポイントと携帯キャリアの関係|ドコモ・au・ソフトバンクでも使える?,shopping,1,6,FALSE,FALSE,FALSE,FALSE,mitsui-sumitomo-card-vpoint;rakuten-mobile-rakuten-point;vpoint-rakuten-hikaku;yosekatsu;vpoint-kiso;vpoint-tasha-koukan;v-point-supermarket;ana-jal-mile-hikaku;ana-mileageplus-hikaku;au-uq-ponta
vpoint-rakuten-hikaku,Vポイントと楽天ポイントはどっちが使いやすい?生活圏別に比較,shopping,2,2,FALSE,FALSE,FALSE,FALSE,rakuten-mobile-rakuten-point;vpoint-no-carrier;code-kessai-4sha-hikaku;drugstore-point-hikaku;ec-current-poikatsu;kadenryohanten-point-hikaku;kikangentei-point-5shu-hikaku;kikangentei-point-tsukaimichi;net-shopping-point-kiso;paypay-vpoint-koukan
vpoint-tamaranai,Vポイントが貯まらない原因は?よくあるミスと確認ポイント,shopping,0,0,TRUE,TRUE,FALSE,FALSE,drugstore-point-hikaku;ec-current-poikatsu;kadenryohanten-point-hikaku;kikangentei-point-5shu-hikaku;kikangentei-point-tsukaimichi;paypay-vpoint-koukan;point-niju-sanjudori-kumiawase;point-toushi-unyou-service-hikaku;v-point-supermarket;vpoint-kiso
vpoint-tamekata,Vポイントの貯め方とは?もらう方法・使い方を解説,,1,5,FALSE,FALSE,FALSE,TRUE,mitsui-sumitomo-card-vpoint;vpoint-kiso;vpoint-tameru-tsukau;vpoint-tsukaikata;v-point-supermarket
vpoint-tameru-tsukau,Vポイントの貯め方と使い方!コンビニ・カード・アプリ活用術,shopping,1,1,FALSE,FALSE,FALSE,FALSE,vpoint-tamekata;drugstore-point-hikaku;ec-current-poikatsu;kadenryohanten-point-hikaku;kikangentei-point-5shu-hikaku;kikangentei-point-tsukaimichi;paypay-vpoint-koukan;point-niju-sanjudori-kumiawase;point-toushi-unyou-service-hikaku;v-point-supermarket
vpoint-tasha-koukan,Vポイントを他社ポイントへ交換する方法!交換先の選び方と注意点,shopping,3,3,FALSE,FALSE,FALSE,FALSE,ana-jal-mile-hikaku;vpoint-no-carrier;vpoint-tsukaikata;drugstore-point-hikaku;ec-current-poikatsu;kadenryohanten-point-hikaku;kikangentei-point-5shu-hikaku;kikangentei-point-tsukaimichi;paypay-vpoint-koukan;point-niju-sanjudori-kumiawase
vpoint-tsukaikata,Vポイントの使い方とは?店舗・連携・交換まで完全ガイド,,2,4,FALSE,FALSE,FALSE,TRUE,paypay-point-tsukaikata;vpoint-tasha-koukan;paypay-vpoint-koukan;vpoint-tamekata
waon-point-chigai,WAON POINTと電子マネーWAONポイントの違いは?初心者向けに整理,shopping,0,2,TRUE,FALSE,FALSE,FALSE,aeon-point-tameru;waon-point-kiso;ana-jal-mile-hikaku;ana-mile-tameru-kachi;ana-mileageplus-hikaku;au-uq-ponta;carshare-point-katsuyou;cleaning-poikatsu;code-kessai-4sha-hikaku;d-point-supermarket
waon-point-kiso,WAON POINTの貯め方を解説!イオンで得するポイ活の基本,shopping,0,2,TRUE,FALSE,FALSE,FALSE,aeon-point-tameru;waon-point-chigai;abc-mart-poikatsu;bousai-goods-poikatsu;cashless-setsuyaku;dpoint-kiso;hasuu-shiharai-point;hyakkaten-depart-poikatsu;kikangentei-point-tsukaimichi;nanaco-point-kiso
warau-poikatsu,ワラウとは?老舗ポイントサイトの貯め方・交換方法をわかりやすく解説,pointsite,72,72,FALSE,FALSE,TRUE,FALSE,pointsite-kyakka-genin;amefri-poikatsu;chobirich-poikatsu;chobirich-tsukaikata;ecnavi-poikatsu;ecnavi-tsukaikata;hapitas-poikatsu;moppy-hajimekata;muryou-kaiin-touroku-poikatsu;nifty-point-club-poikatsu
warau-tsukaikata,ワラウでできるポイ活とは?遊びながら貯める前に知りたい基本,pointsite,0,0,TRUE,TRUE,TRUE,FALSE,amefri-poikatsu;chobirich-poikatsu;chobirich-tsukaikata;ecnavi-poikatsu;ecnavi-tsukaikata;hapitas-poikatsu;moppy-hajimekata;muryou-kaiin-touroku-poikatsu;nifty-point-club-poikatsu;point-museum-poikatsu
welcia-point,ウエルシアのポイント制度!WAON POINT・Vポイントと「ウエル活」の仕組み,shopping,1,6,FALSE,FALSE,FALSE,FALSE,welkatsu-poikatsu;drugstore-poikatsu;drugstore-point-hikaku;ec-current-poikatsu;kadenryohanten-point-hikaku;kikangentei-point-5shu-hikaku;kikangentei-point-tsukaimichi;paypay-vpoint-koukan;point-niju-sanjudori-kumiawase;point-toushi-unyou-service-hikaku
welkatsu-poikatsu,ウエル活とは?ドラッグストアでポイントを活用する基本と注意点,shopping,1,5,FALSE,FALSE,FALSE,FALSE,drugstore-poikatsu;welcia-point;aeon-point-tameru;hahanohi-chichinohi-gift-point;qoo10-poikatsu;rakuten-ichiba-kaimawari;drugstore-point-hikaku;point-toushi-unyou-service-hikaku;rakuten-ichiba-toha;kikangentei-point-5shu-hikaku
yachin-point-chuui,家賃支払いでポイントは貯まる?対応サービスと注意点を解説,shopping,0,0,TRUE,TRUE,FALSE,FALSE,amazon-gift-charge;amazon-poikatsu;chuushajou-yoyaku-poikatsu;dpoint-hanei-sarenai;furusato-nozei-poikatsu;game-kakin-point;halloween-yohin-poikatsu;hikkoshi-seikatsuyohin-poikatsu;iryouhi-shohouyaku-point;koukyou-ryokin-poikatsu
yahoo-shopping-paypay,Yahoo!ショッピングでPayPayポイントを貯める方法!買い物前のチェックリスト,shopping,0,0,TRUE,TRUE,FALSE,FALSE,code-kessai-4sha-hikaku;kikangentei-point-5shu-hikaku;kikangentei-point-tsukaimichi;lohaco-toha;paypay-point-kiso;paypay-point-tsukaimichi;paypay-point-tsukanai;paypay-vpoint-koukan;point-niju-sanjudori-kumiawase;point-toushi-unyou-service-hikaku
yahoo-shopping-toha,Yahoo!ショッピングとは?特徴とポイントの貯め方をわかりやすく解説,shopping,185,185,FALSE,FALSE,TRUE,FALSE,net-shopping-point-kiso;paypay-point-tamekata;softbank-ymobile-paypay-point;code-kessai-4sha-hikaku;kikangentei-point-5shu-hikaku;kikangentei-point-tsukaimichi;lohaco-toha;paypay-point-kiso;paypay-point-tsukaimichi;paypay-point-tsukanai
yahoo-travel-poikatsu,Yahoo!トラベルとは?PayPayポイントが貯まる・使える宿泊予約サービス,campaign,34,34,FALSE,FALSE,TRUE,FALSE,paypay-point-tamekata;paypay-point-tsukaikata;rakuten-travel-supersale-entry-coupon;yahoo-travel-tsukaikata;yahoo-travel-ultrasale-poikatsu;kakuyasu-sim-norikae-poikatsu;paypay-campaign-katsuyo;paypay-jichitai-campaign-2026;sumaho-kessai-campaign-mikata;travelist-poikatsu
yahoo-travel-tsukaikata,Yahoo!トラベルでポイントを活用する方法!宿泊予約前の確認ポイント,campaign,3,17,FALSE,FALSE,TRUE,FALSE,yahoo-travel-poikatsu;ryokou-yoyaku-point;shukuhaku-yoyaku-point;yahoo-travel-ultrasale-poikatsu;kakuyasu-sim-norikae-poikatsu;paypay-campaign-katsuyo;paypay-jichitai-campaign-2026;sumaho-kessai-campaign-mikata;travelist-poikatsu;airtrip-tsukaikata
yahoo-travel-ultrasale-poikatsu,Yahoo!トラベル「ウルトラセール」とは?最大3万円クーポン・PayPayポイント特典を解説,campaign,0,4,TRUE,FALSE,TRUE,FALSE,yahoo-travel-poikatsu;yahoo-travel-tsukaikata;rakuten-travel-supersale-poikatsu;paypay-point-kiso;bonus-tsuki-poikatsu-keikaku;fukubukuro-hatsuuri-poikatsu;fuyujitaku-poikatsu;ikkyu-poikatsu;jcb-airmacau-campaign-2026;kakuyasu-sim-norikae-poikatsu
yodobashi-toha,ヨドバシ.comとは?特徴とポイントの貯め方をわかりやすく解説,shopping,173,6,FALSE,FALSE,FALSE,FALSE,amazon-tsuhan-toha;aupay-market-toha;biccamera-toha;charge-route-point;daimaru-matsuzakaya-toha;docomo-select-toha;dpoint-tsukaimichi;dshopping-toha;ec-current-poikatsu;hikkoshi-poikatsu
yosekatsu,ポイ活の新常識!ポイントを分散せず効率よく貯める「寄せ活」の始め方,pointsite,8,19,FALSE,FALSE,FALSE,FALSE,au-uq-ponta;docomo-ahamo-dpoint;dpoint-ponta-hikaku;point-niju-sanjudori-kumiawase;rakuten-mobile-rakuten-point;rakuten-paypay-hikaku;softbank-ymobile-paypay-point;vpoint-no-carrier;poikatsu-kiso;hapitas-poikatsu
zadankai-kaijouchousa-poikatsu,座談会・会場調査のポイ活とは?高単価案件に参加する前の注意点,survey,0,0,TRUE,TRUE,FALSE,FALSE,ipsos-isay-poikatsu;iresearch-poikatsu;macromill-poikatsu;enquete-monitor-poikatsu;fancrew-poikatsu;opinionworld-poikatsu;cue-monitor-poikatsu;fruitmail-poikatsu;infoq-poikatsu;macromill-tsukaikata
zeikin-shiharai-point,税金支払いでポイントを貯める方法はある?手数料と還元率の考え方,creditcard,0,3,TRUE,FALSE,FALSE,FALSE,creca-tsumitate-point;creditcard-hakkou-anken-poikatsu;creditcard-tsukurisugi-chuui;rakuten-card-poikatsu;dcard-poikatsu;mitsui-sumitomo-card-vpoint;credit-card-mile-hikaku;ana-amex-poikatsu;credit-card-common-point-hikaku;credit-card-point-hikaku
zozotown-poikatsu,ZOZOTOWNでポイ活する方法!服を買う前に確認したい支払いと送料,shopping,0,0,TRUE,TRUE,FALSE,FALSE,amazon-gift-charge;amazon-poikatsu;chuushajou-yoyaku-poikatsu;dpoint-hanei-sarenai;furusato-nozei-poikatsu;game-kakin-point;halloween-yohin-poikatsu;hikkoshi-seikatsuyohin-poikatsu;iryouhi-shohouyaku-point;koukyou-ryokin-poikatsu
